F001	Fraksi Partai Demokrat di MPR menggelar sarasehan dengan tema GBHN.	Fraksi Partai DEmokrat di EM-PE-ER menggelar sarasEhan dengan tEma GE-BE-HA-EN.
F146	Namun Saleh tak memperinci fasilitas umum apa yang rusak.	Namun SalEh tak memperinci fasilitas umum apa yang rusak.
F147	Namun sebagian lain menuntut butir kesepakatan itu ditulis blak-blakan.	Namun sebagian lain menuntut butir kesepakatan itu ditulis blak-bla-kan.
F148	Namun selama babak penyisihan grup Zona Eropa malah mengacaukan.	Namun selama babak penyisihan grup Zona Eropa malah mengacaukan.
F149	Namun Tarigan tidak memeriksa lebih lanjut sebab khawatir akan meledak.	Namun Ta-ri-gan tidak memeriksa lebih lanjut sebab khawatir akan meledak.
F150	Namun, akhirnya Nur mengaku khilaf pada peringatan Maulid Nabi ini.	Namun, akhirnya Nur mengaku khilaf pada peringatan Maulid Nabi ini.
F151	Namun, Alfred tidak beruntung pada kedua partai catur cepat itu.	Namun, AlfrEd tidak beruntung pada kedua partai catur cepat itu.
F152	Namun, diduga, pertemuan Arafat-Powell digelar hari Minggu ini.	Namun, diduga, pertemuan A-ra-fat-Po-well digelar hari Minggu ini.
F153	Namun, karena ada prasangka, akhirnya Pansus Buloggate pun dibentuk.	Namun, karena ada prasangka, akhirnya Pansus Bu-log-gE-it pun dibentuk.
F154	Namun, lanjut dia, pailit tetap dijatuhkan.	Namun, lanjut dia, pailit tetap dijatuhkan.
F155	Namun, Mahfud tidak menjelaskan secara detail hasil yang ia maksud.	Namun, Mah-fud tidak menjelaskan secara de-ta-il hasil yang ia maksud.
F156	Namun, mereka tetap menanyakan uang tunai lainnya, plus AC, plus saldo giro.	Namun, MerEka tetap menanyakan uang tunai lainnya, plus A-SE, plus saldo giro.
F157	Namun, mulai Maret hingga Mei pertemuan kerjasama dengan para rekanan akan normal.	Namun, mulai Maret hingga mEi pertemuan kerjasama dengan para rekanan akan normal.
F158	Namun, pasangan Denmark tidak melayani dan selalu memperlambat tempo permainan.	Namun, pasangan DEnmark tidak melayani dan selalu memperlambat tEmpo permainan.
F159	Namun, Pradjoto khawatir UUD yang terlampau rinci, juga akan membingungkan.	Namun, Pra-joto khawatir U-U-DE yang terlampau rinci, juga akan membingungkan.
F160	Namun, Susilo enggak merinci persyaratan platform yang dia maksud itu.	Namun, Susilo engga merinci persyaratan plat-form yang dia maksud itu.
F161	Namun, tampaknya Australia menempati ruang khusus di relung hati Tahija.	Namun, tampaknya Aus-tra-lia menempati ruang khusus di relung hati Ta-hi-ja.
F162	Namun, Yusuf enggan menjelaskan identitas dua tahanan itu kepada Pers nasional.	Namun, Yusuf enggan menjelaskan idEntitas dua tahanan itu kepada PErs nasional.
F163	Nano orangnya itu ramah, pinter ngomong dan mengutamakan persaingan sehat.	Nano orangnya itu ramah, pinter ngomong dan mengutamakan persaingan sEhat.
F164	Nanti akan diresmikan penggunaannya kalau sudah selesai empat lantai.	Nanti akan diresmikan penggunaannya kalau sudah selesai empat lantai.
F165	Nanti saya kasih tahu Egi Peralatan dari korps zeni.	Nanti saya kasih tahu Egi Peralatan dari korps zEni.
F166	Nasib empat mantan juara yang gendut itu tidak jelas.	Nasib empat mantan juara yang gendut itu tidak jelas.
F167	Nasib negara tidak hanya ditentukan oleh pihak eksekutif saja.	Nasib negara tidak hanya ditentukan olEh pihak EksEkutif saja.
F168	Negara kita seperti negara koboi saja.	Negara kita seperti negara koboi saja.
F169	Negara Maju Bereaksi Atas Penolakan AS ke Protokol Kyoto.	Negara Maju BerEaksi Atas Penolakan A-ES ke Protokol Ki-yo-to.
F170	Ngapain ngurusin darurat militer atau sipil.	Ngapain ngurusin darurat militEr atau sipil.
F171	Ngeri deh, satu pucuk wolter rakitan dan satu clurit disita.	Ngeri dEh, satu pucuk wolter rakitan dan satu clurit disita.
F172	Ngeri lho sekujur tubuh Ngatiyem hangus, sehelai seprei menutup badannya.	Ngeri lho sekujur tubuh Ngatiyem hangus, sehElai seprEi menutup badannya.
F173	Ngomongnya ke anak-anak juga benar.	Ngomongnya ke anak-anak juga benar.
F174	Ngurah Santosa meramal nasib Ichwan, pegawai kontraktor yang tak terurus.	Ngurah Santosa meramal nasib Ikhwan, pegawai kontraktor yang tak terurus.
F175	Nilai-nilai Orde Baru itu sasarannya tidak tepat ini tidak benar tapi tidak bisa dianggap remeh.	Nilai-nilai Orde Baru itu sasarannya tidak tepat, ini tidak benar, tapi tidak bisa dianggap rEmEh.
F176	Nomer akses layanan audioconference adalah Sembilan nol lima dua lima tiga lima empat lima lima.	Nomer aksEs layanan audiokonferens adalah sembilan nol lima dua lima tiga lima empat lima lima.
F177	Nomer konferensi itu apa?	Nomer konferEnsi itu apa?
F178	Nomer konferensinya nol nol satu titik nol sembilan titik tiga puluh dua.	Nomer konferEnsinya nol nol satu titik nol sembilan titik tiga puluh dua.
F179	Nomer moderator itu apa?	Nomer moderator itu apa?
F180	Nomer moderatornya nol delapan tiga kosong tiga satu.	Nomer moderatornya nol delapan tiga kosong tiga satu.
F181	Nomer partisipan itu apa, nomer partisipasi itu apa?	Nomer partisipan itu apa, nomer partisipasi itu apa?
F182	Nomer partisipasi nol dua titik nol empat titik nol enam titik tiga ratus dua.	Nomer partisipasi nol dua titik nol empat titik nol enam titik tiga ratus dua.
F183	Nomernya dua dua kosong satu empat tujuh lima lima satu lima kali.	Nomernya dua dua kosong satu empat tujuh lima lima satu lima kali.
F184	Nomernya nol tiga tujuh titik, nol nol titik berapa ya?	Nomernya nol tiga tujuh titik, nol nol titik berapa ya?
F185	Nomor telfon kantor pelayanan PT Elektrindo Nusantara berapa?	Nomor telfon kantor pelayanan PE-TE ElEktrindo Nusantara berapa?
F186	Non-aktifkan alarm dan seluruh sensor lampu di Polres kabupaten bandung selatan.	Non-aktifkan alarem dan seluruh sEnsor lampu di PolrEs KabupatEn Bandung Selatan.
F187	Non-aktifkan semua sensor lampu kode nol lima titik di Polda metrojaya.	Non-aktifkan semua sEnsor lampu kode nol lima titik di Polda mEtrojaya.
F188	Noval dan Molla dianggap membuat skenario tokoh khayal seperti Frans.	Noval dan Molla dianggap membuat skEnario tokoh khayal seperti Frans.
F189	NPWP saya bisa selesai berapa hari lagi?	EN-PE-WE-PE saya bisa selesai berapa hari lagi?
F190	Dalam rapat intern fraksi itu dibahas kewenangannya dalam level kebijakan.	Dalam rapat interen fraksi itu dibahas kewenangannya dalam lEvel kebijakan.
F191	Dalam Kepmenaker hasil revisi nanti aspirasi masyarakat sudah diakomodir.	Dalam KepmEnaker hasil rEvisi nanti aspirasi masyarakat sudah diakomodir.
F192	Nugroho hanya bilang bahwa pihak ketiga itu bukan dari militer.	Nugroho hanya bilang bahwa pihak ketiga itu bukan dari militEr.
F193	Nurcholis Madjid Sulit Ciptakan Platform Partai Islam Tunggal.	Nur-kho-lis Ma-jid sulit ciptakan platform partai Islam tunggal.
F194	Nyalakan AC dari jam satu sampai jam tiga siang tepat lalu matikan AC enam puluh menit saja.	Nyalakan A-SE dari jam satu sampai jam tiga siang tepat, lalu matikan A-SE enam puluh menit saja.
F195	Tolong tunggu enam puluh menit saja sampai jam dua siang ujar Fajri.	Tolong tunggu enam puluh menit saja sampai jam dua siang ujar Fajri.
F196	Dan kalau dokter itu oke dia akan segera keluar dari rumah sakit.	Dan kalau dokter itu okE, dia akan segera keluar dari rumah sakit.
F197	Aku menunggunya selama satu jam atau enam puluh menit aja ujar Aztarmizi.	Aku menunggunya selama satu jam atau enam puluh menit aja ujar Aztarmizi.
F198	Ujian itu dilaksanakan selama sembilan puluh menit ujar Elza Zen.	Ujian itu dilaksanakan selama sembilan puluh menit ujar Elza ZEn.
F199	Satu jam setengah atau satu setengah jam saja ujar Ansyori Ishak.	Satu jam setengah atau satu setengah jam saja ujar An-syo-ri Is-hak.
F200	Tujuannya tidak lain untuk membantu pegawai-pegawai jalan kereta api.	Tujuannya tidak lain untuk membantu pegawai-pegawai jalan kerEta api.
F201	Nyalakan hanya sensor asap dan matikan lampu depan saja.	Nyalakan hanya sEnsor asap dan matikan lampu depan saja.
F202	Dalam usia yang uzur itu, khotbahnya tetap menyentuh banyak hadirin.	Dalam usia yang uzur itu, khotbahnya tetap menyentuh banyak hadirin.
F203	Nyalakan lampu lalu matikan lampu selama enam puluh menit ujar Ruby pula.	Nyalakan lampu lalu matikan lampu selama enam puluh menit ujar Ruby pula.
F204	Nyalakan lampu lalu matikan lampu selama sembilan puluh menit ujar Maftuhin.	Nyalakan lampu lalu matikan lampu selama sembilan puluh menit ujar Maf-tu-hin.
F205	Nyalakan lampu lalu matikan lampu sembilan puluh menit saja ujar Ngatijo.	Nyalakan lampu lalu matikan lampu sembilan puluh menit saja ujar Nga-ti-jo.
F206	Aparat pemerintah harus diupgrade apalagi menyongsong era otonomi daerah.	Aparat pemerintah harus di-apgred apalagi menyongsong Era otonomi daErah.
F207	Nyalakan lampu taman sampai jam enam pagi ujar Ramdon.	Nyalakan lampu taman sampai jam enam pagi ujar Ram-dhon.
F208	Nyalakan satu jam saja lalu matikan satu setengah jam saja ujar Nazif.	Nyalakan satu jam saja lalu matikan satu setengah jam saja ujar Nazif.
F209	Masak selama satu jam setengah aja atau satu setengah jam aja.	Masak selama satu jam setengah aja atau satu setengah jam aja.
F210	Disinari lampu biru selama enam puluh menit atau satu jam.	Disinari lampu biru selama enam puluh menit atau satu jam.
F211	Nyalakan servernya selama sembilan puluh menit dari pukul dua puluh dua.	Nyalakan sErvernya selama sembilan puluh menit dari pukul dua puluh dua.
F212	Kami sudah mencari kemana-mana versi awal dari buku Subversi kata Takasihaeng.	Kami sudah mencari kemana-mana vErsi awal dari buku SubvErsi kata TakasihhaEng.
F213	Nyalakan seluruhnya pukul dua puluh satu.	Nyalakan seluruhnya pukul dua puluh satu.
F214	Siapa etnis yang biasa menjadi tukang sindang.	Siapa Etnis yang biasa menjadi tukang sindang.
F215	Mansyur dan Abdul Mucit Muzadi adalah saudara kembar.	Mansyur dan Abdul Mucit Muzadi adalah saudara kembar.
F216	Dalam skenario yang terburuk harusnya bisa damai jika melalui dialog.	Dalam skEnario yang terburuk harusnya bisa damai jika melalui dialog.
F217	Bahkan ada sedikit gejala deflasi yang menguntungkan rakyat.	Bahkan ada sedikit gejala dEflasi yang menguntungkan rakyat.
F218	Obligasi pemerintah terkait dengan masalah psikologis ujar Adnyana	Obligasi pemerintah terkait dengan masalah psikologis ujar Ad-nya-na
F219	Ocehan pemuda itu bukan berlangsung di dalam ruang kuliah.	OcEhan pemuda itu bukan berlangsung di dalam ruang kuliah.
F220	Oditur militer membawa bukti obat bius yang menjadi obyek vital.	Oditur militEr membawa bukti obat bius yang menjadi obyEk vital.
F221	Ogah berkomentar nyonya Pati menderita nyeri jantung.	Ogah berkomEntar nyonya Pati menderita nyeri jantung.
F222	Oh enggak, Rasio Bilyet Bilyet ini upaya non legal.	Oh engga, Rasio BilyEt BilyEt ini upaya non lEgal.
F223	Oh ndak! Polisi enggak mau kecolongan, kata Saleh.	Oh nda! Polisi engga mau kecolongan, kata SalEh.
F224	Oh nggak! Kata Widodo enggan menjawab hubungannya dengan Widodo Cahyono Putro.	Oh engga! Kata Widodo enggan menjawab hubungannya dengan Wi-do-do Cah-yo-no Put-ro.
F225	Oh ya, nyalakan semua sensor dan panggil satpam.	Oh ya, nyalakan semua sEnsor dan panggil satpam.
F226	Oji Sinaga memuji nyanyiannya sendiri pada pertemuan puncak.	Oji Sinaga memuji nyanyiannya sendiri pada pertemuan puncak.
F227	Oka mengklaim Surti Tejo orang yang nggak percaya pada nasibnya.	Oka mengklaim Surti TE-jo orang yang engga percaya pada nasibnya.
F228	Omar mengimbau warga Afganistan untuk kembali ke rumah mereka.	Omar mengimbau warga Afganistan untuk kembali ke rumah MerEka.
F229	Oncom yang dibuat dari ampas tahu dan berwarna merah jamur.	Oncom yang dibuat dari ampas tahu dan berwarna mErah jamur.
F230	Ongkos pembuatannya berapa sih?	Ongkos pembuatannya berapa sih?
F231	Kalau ancaman massa sampai terjadi kabinet kaki empat harus direshuffle.	Kalau ancaman massa sampai terjadi kabinEt kaki empat harus di-rE-shaf-fel.
F232	Developer pasar di depan Bioskop Garuda itu akhirnya mau bertanggung jawab.	DEveloper pasar di depan Bioskop Garuda itu akhirnya mau bertanggung jawab.
F233	Iya ya Itu Kang Aziz! Seru Mbak Nur.	Iya ya Itu Kang Aziz! Seru emba Nur.
F234	Onno melihat Ozy Syahputra pada pertemuan antar kepala bagian di Petojo Utara.	Onno melihat Ozy Syah-put-ra pada pertemuan antar kepala bagian di Petojo Utara.
F235	Operasi terhadap Nyoman akan segera dilakukan.	Operasi terhadap Nyoman akan segera dilakukan.
F236	Operet Idul Fitri itu diberi judul Eyang Putri.	OperEt Idul Fitri itu diberi judul Eyang Putri.
F237	Opik optimis bahwa timnya akan ke empat besar.	Opik optimis bahwa timnya akan ke empat besar.
F238	Orang yang dinilainya berbahaya yakni Iwan Prabowo itu.	Orang yang dinilainya berbahaya yakni Iwan Prabowo itu.
F239	Organda juga kembali melirik bus Dong Feng buatan Cina.	Organda juga kembali melirik bus Dong FEng buatan Cina.
F240	Osman Sapta terpukau oleh motif-motif bentuknya yang khas.	Osman Sapta terpukau olEh motif-motif bentuknya yang khas.
F241	Otomatis status tahanan rumah Bob, Panglima Kolakops yang lama, batal.	Otomatis status tahanan rumah Bob, Panglima Kolakops yang lama, batal.
F242	Pada acara Dialog Tekstil Nasional di Hotel Milenium Jakarta awal Maret nanti.	Pada acara Dialog TEkstil Nasional di HotEl MilEnium Jakarta awal Maret nanti.
F243	Pada dasarnya sikap Indonesia terhadap tragedi WTC jelas.	Pada dasarnya sikap IndonEsia terhadap tragEdi WE-TE-SE jelas.
F244	Pada periode yang sama NJOP jadi pegangan tetapi tidak mutlak.	Pada periode yang sama EN-JE-O-PE jadi pegangan tetapi tidak mutlak.
F245	Pada pertemuan dengan tujuh dubes negara timteng, Pamflet disebarkan.	Pada pertemuan dengan tujuh dubes negara timteng, pamflEt disebarkan.
F246	Pada pertemuan kerjasama dengan rekanan diberitakan negara Arab khususnya negatif bom.	Pada pertemuan kerjasama dengan rekanan diberitakan negara Arab khususnya nEgatif bom.
F247	Pada saat kedua kelompok warga yang bertikai ingin saling menyerang.	Pada saat kedua kelompok warga yang bertikai ingin saling menyerang.
F248	Pada saat menghadiri Forum Rembug Nasional.	Pada saat menghadiri Forum Rembug Nasional.
F249	Pada saat yang sama disuplai ayam potong dari Jawa Tengah.	Pada saat yang sama disuplai ayam potong dari Jawa Tengah.
F250	Padamkan alarm Plaza Atrium, panggil polisi.	Padamkan alarm Plaza Atrium, panggil polisi.
F251	Padamkan atau matikan lampu satu jam saja, dan panggil petugas keamanan ujar Kwik.	Padamkan atau matikan lampu satu jam saja, dan panggil petugas keamanan ujar Kwik.
F252	Padamkan sebelum pagi sekitar pukul tujuh ujar anggota DPR.	Padamkan sebelum pagi sekitar pukul tujuh ujar anggota DE-PE-ER.
F253	Matikan seluruhnya satu jam aja, lalu panggil satuan keamanan ujar Rumlus.	Matikan seluruhnya satu jam aja, lalu panggil satuan keamanan ujar Rumlus.
F254	Upacara dilakukan pagi-pagi sekitar jam tujuh selama sembilan puluh menit aja ujar Zage.	Upacara dilakukan pagi-pagi sekitar jam tujuh selama sembilan puluh menit aja ujar Zage.
F255	Padamkan atau matikan semuanya pagi jam tujuh satu jam setengah aja ujar Simeon.	Padamkan atau matikan semuanya pagi jam tujuh satu jam setengah aja ujar Simi-en.
F256	Dengan mengambil pintu tol Dawuan, akhirnya dia berhasil kabur.	Dengan mengambil pintu tol Dawuan, akhirnya dia berhasil kabur.
F257	Dengan tarif dollar AS yang semakin meningkat, produk elektronik dengan merk Sony menjadi semakin mahal.	Dengan tarif dollar A-ES yang semakin meningkat, produk ElEktronik dengan mErk Soni menjadi semakin mahal.
F258	Pak Hakim jangan ketok palu sebelum nasib kami menentu ujar Soetandyo.	Pak Hakim jangan ketok palu sebelum nasib kami menentu ujar Soetandyo.
F259	Pak Shafwan, Pak Gogon, dan Pak Jarwo adalah guru.	Pak Shafwan, Pak Gogon, dan Pak Jarwo adalah guru.
F260	Pakaian khas Betawi itu sudah mereka klaim sebagai pakaian Muslim.	Pakaian khas Betawi itu sudah MerEka klaim sebagai pakaian Muslim.
F261	Pam Swakarsa pakai helm?	Pam Swakarsa pakai hElm?
F262	Pamor Yaohan di Senen malah merosot dan bisnisnya terus merugi.	Pamor Yohan di SenEn malah merosot dan bisnisnya terus merugi.
F263	Pancasila itu syirik kata Syekh Muchtar Muda Nasution.	Pancasila itu syirik kata SyEkh Muhtar Muda Nasution.
F264	Pandangan ini sejalan dengan pendapat mantan Mendikbud Fuad Hassan.	Pandangan ini sejalan dengan pendapat mantan MEndikbud Fuad Has-san.
F265	Panggilan akrab Syafii adalah Panglima ASWJ.	Panggilan akrab Sya-fi-i adalah Panglima A-ES-WE-JE.
F266	Panglima Jihad Front Pembela Islam Maluku Utara.	Panglima Jihad Front PembEla Islam Maluku Utara.
F267	Panitia Khusus Kasus Bulog dan Brunei Kecewa.	Panitia Khusus Kasus Bulog dan BrunEi KecEwa.
F268	Panji-panji lambang UGM serta sejumlah poster.	Panji-panji lambang U-GE-EM serta sejumlah poster.
F269	Pansus Bulog minta Ketua DPR surati Gus Dur.	Pansus Bulog minta Ketua DE-PE-ER surati Gus Dur.
F270	Pansus Buloggate hingga sore ini telah mendengarkan keterangan dari polisi.	Pansus BuloggEit hingga sorE ini telah mendengarkan keterangan dari polisi.
F271	Pansus Buloggate Rencanakan Panggil Gus Dur.	Pansus BuloggEit rencanakan panggil Gus Dur.
F272	Pansus Buloggate tolak kesaksian tertulis Gus Dur, papar Nyoman.	Pansus BuloggEit tolak kesaksian tertulis Gus Dur, papar Nyoman.
F273	Pansus DPR itu legal atau ilegal? Tanya Suwena.	Pansus DE-PE-ER itu lEgal atau ilEgal? Tanya SuwEna.
F274	Para calon anggota brimob tersebut masih dalam taraf klarifikasi.	Para calon anggota brimob tersebut masih dalam taraf klarifikasi.
F275	Para ibu itu segera menggendong mereka, menyusui, atau mengipas-ngipasi bayi-bayi tersebut.	Para ibu itu segera menggEndong MerEka, menyusui, atau mengipas-ngipasi bayi-bayi tersebut.
F276	Para investor puluhan botol kecap Spanyol mulai hijrah ke Asia.	Para invEstor puluhan botol kEcap Spanyol mulai hijrah ke Asia.
F277	Para juri akhirnya menilai Anderson, pegawai swasta Metro Cakung, bersalah.	Para juri akhirnya menilai Anderson, pegawai swasta MEtro Cakung, bersalah.
F278	Para karyawan Bulog jelas-jelas menyatakan Bulog tidak merugi.	Para karyawan Bulog jelas-jelas menyatakan Bulog tidak merugi.
F279	Para Menteri Tidak Memakai Volvo.	Para Menteri tidak memakai Volvo.
F280	Para ofisial karate yang protes ketika konsepnya tidak sesuai yang dipakai bosnya.	Para ofisial karatE yang protEs ketika konsEpnya tidak sesuai yang dipakai bosnya.
F281	Para pengunjuk rasa Pertemuan antar kepala divisi tersebut memenuhi enam buah bus.	Para pengunjuk rasa pertemuan antar kepala divisi tersebut memenuhi enam buah bus.
F282	Para TKW itu bekerja di Kuwait.	Para TE-KA-WE itu bekerja di Ku-wa-it.
F283	Paraguay bertemu dengan Nigeria di London.	Pa-ra-gu-ay bertemu dengan Ni-gE-ri-ya di London.
F284	Paris Azis adalah pemandu wisata salah satu objek wisata di Kupang.	Paris Azis adalah pemandu wisata salah satu objEk wisata di Kupang.
F285	Parlemen telah memperoleh wewenang yang jauh lebih luas.	ParlemEn telah memperolEh wewenang yang jauh lebih luas.
F286	Partai-partai yang ada Partai Republik dan Partai Komunis Cina.	Partai-partai yang ada, Partai REpublik dan Partai Komunis Cina.
F287	Parti akan menggelar Renungan Mei di halaman parkir Glodok Plaza.	Parti akan menggelar renungan mEi di halaman parkir Glodok Plaza.
F288	Pasar bergerak relatif flat.	Pasar bergerak rElatif flat.
F289	Pasar Saham Global dan Dollar AS Semakin Goyah.	Pasar saham global dan Dollar A-ES semakin goyah.
F290	Pasar Segera dan Pasar Tunai masih menggunakan nilai nominal lama.	Pasar segera dan pasar tunai masih menggunakan nilai nominal lama.
F291	Pasca aksi pelemparan itu pasti ndak ada calo-calo baru.	Paska aksi pelEmparan itu pasti enda ada calo-calo baru.
F292	Pasir itu akan turun tiba-tiba dalam tonase amat besar.	Pasir itu akan turun tiba-tiba dalam tonase amat besar.
F293	Pastilah konsekuensi positif dituai oleh bangsa ini.	Pastilah konsEkuEnsi positif dituai olEh bangsa ini.
F294	Pasukan Angkatan Laut AS diberi wejangan oleh pimpinannya.	Pasukan Angkatan Laut A-ES diberi wejangan olEh pimpinannya.
F295	PBB saya bisa selesai berapa hari lagi?	PE-BE-BE saya bisa selesai berapa hari lagi?
F296	Kalau forum hukum empat tokoh bertemu pastilah akan panjang ceritanya.	Kalau forum hukum empat tokoh bertemu pastilah akan panjang ceritanya.
F297	Kalau ideologisnya enggak cocok kamu janganlah ngotot.	Kalau idEologisnya engga cocok kamu janganlah ngotot.
F298	PDIP bersikap abstain meskipun ada beberapa anggota yang mendukung.	PE-DE-I-PE bersikap abstEin meskipun ada beberapa anggota yang mendukung.
F299	Pecel lele Nur Lutfi yang didirikan persis di depan Joglo Sriwedari.	Pecel lElE Nur Lutfi yang didirikan persis di depan Joglo SriwEdari.
F300	Pedagang warteg piringnya pecah semua akibat banjir.	Pedagang warteg piringnya pecah semua akibat banjir.